isFraud,TransactionDT,TransactionAmt,D1,D2,D3,card1,card2,card3,addr1,addr2,V104,V105,V106
0,95877,125.0,0.0,,,4436,174.0,150.0,330.0,87.0,0.0,0.0,0.0
0,96261,100.0,0.0,,,9808,392.0,150.0,327.0,87.0,0.0,0.0,0.0
0,96427,39.0,10.0,10.0,9.0,6394,225.0,150.0,203.0,87.0,0.0,0.0,0.0
0,96475,49.0,44.0,44.0,0.0,17188,321.0,150.0,299.0,87.0,0.0,0.0,0.0
0,96482,103.97,59.0,59.0,29.0,17188,321.0,150.0,299.0,87.0,0.0,0.0,0.0
0,96491,50.0,0.0,,,7034,136.0,150.0,315.0,87.0,0.0,0.0,0.0
0,96520,50.0,365.0,365.0,13.0,4387,276.0,150.0,191.0,87.0,0.0,0.0,0.0
0,96535,210.95,74.0,74.0,16.0,2455,321.0,150.0,299.0,87.0,0.0,0.0,0.0
0,96579,30.0,0.0,,,1893,514.0,150.0,330.0,87.0,0.0,0.0,0.0
0,96703,107.95,60.0,60.0,30.0,8024,321.0,150.0,264.0,87.0,0.0,0.0,0.0
0,97418,107.95,0.0,,,11233,321.0,150.0,272.0,87.0,0.0,0.0,0.0
0,97647,150.0,0.0,,,15066,170.0,150.0,325.0,87.0,0.0,0.0,0.0
0,97662,25.0,0.0,,,13844,583.0,150.0,264.0,87.0,0.0,0.0,0.0
0,98150,12.325999999999999,6.0,6.0,4.0,11201,103.0,185.0,,,0.0,0.0,0.0
0,98333,50.0,57.0,57.0,0.0,7542,555.0,150.0,226.0,87.0,0.0,0.0,0.0
0,99428,50.0,57.0,57.0,0.0,7542,555.0,150.0,226.0,87.0,0.0,0.0,0.0
0,99625,105.0,0.0,,,17148,555.0,150.0,225.0,87.0,0.0,0.0,0.0
0,99901,59.0,57.0,57.0,0.0,7542,555.0,150.0,226.0,87.0,0.0,0.0,0.0
0,100045,67.95,469.0,469.0,11.0,14653,194.0,150.0,315.0,87.0,0.0,0.0,0.0
0,100290,26.95,19.0,19.0,0.0,4090,490.0,150.0,310.0,87.0,0.0,0.0,0.0
0,100424,29.95,36.0,36.0,3.0,15497,490.0,150.0,299.0,87.0,0.0,0.0,0.0
0,101036,60.058,0.0,,,5812,408.0,185.0,,,0.0,0.0,0.0
0,102326,45.0,0.0,,,7585,553.0,150.0,299.0,87.0,0.0,0.0,0.0
0,102452,20.18,0.0,,,15885,545.0,185.0,,,0.0,0.0,0.0
0,102732,107.95,0.0,,,2407,302.0,150.0,476.0,87.0,0.0,0.0,0.0
0,103144,50.0,484.0,484.0,53.0,12396,458.0,150.0,330.0,87.0,0.0,0.0,0.0
0,103597,12.0,75.0,75.0,3.0,2255,359.0,150.0,272.0,87.0,0.0,0.0,0.0
0,104213,125.0,0.0,,,6019,583.0,150.0,299.0,87.0,0.0,0.0,0.0
0,104239,160.5,0.0,,,12839,321.0,150.0,264.0,87.0,0.0,0.0,0.0
0,104951,51.357,0.0,,,2801,296.0,185.0,,,0.0,0.0,0.0
0,105877,75.0,0.0,,,2616,327.0,150.0,299.0,87.0,0.0,0.0,0.0
0,106010,280.0,213.0,213.0,29.0,2803,100.0,150.0,226.0,87.0,0.0,0.0,0.0
0,106260,40.0,173.0,173.0,59.0,12501,490.0,150.0,204.0,87.0,0.0,0.0,0.0
0,106739,57.95,0.0,,,10616,583.0,150.0,264.0,87.0,0.0,0.0,0.0
0,107193,16.95,26.0,26.0,14.0,16160,555.0,150.0,310.0,87.0,0.0,0.0,0.0
0,107808,280.0,3.0,3.0,0.0,2781,,150.0,264.0,87.0,0.0,0.0,0.0
0,107900,57.95,48.0,48.0,14.0,16070,111.0,150.0,191.0,87.0,0.0,0.0,0.0
0,107998,171.0,0.0,,,2772,512.0,150.0,143.0,87.0,0.0,0.0,0.0
0,108460,291.95,148.0,148.0,23.0,11839,490.0,150.0,512.0,87.0,0.0,0.0,0.0
0,108550,80.0,279.0,279.0,5.0,6530,206.0,150.0,324.0,87.0,0.0,0.0,0.0
0,108654,83.198,0.0,,,15885,545.0,185.0,,,0.0,0.0,0.0
0,108821,171.0,206.0,177.0,24.0,7919,194.0,150.0,123.0,87.0,0.0,2.0,0.0
0,108862,105.95,0.0,,,7919,194.0,150.0,220.0,87.0,0.0,0.0,0.0
0,108958,23.926,2.0,2.0,1.0,4461,375.0,185.0,,,0.0,0.0,0.0
0,109114,265.0,242.0,242.0,241.0,7919,194.0,150.0,325.0,87.0,0.0,0.0,0.0
0,109231,50.0,30.0,30.0,30.0,7919,194.0,150.0,264.0,87.0,0.0,0.0,0.0
0,109435,14.138,282.0,282.0,282.0,4998,500.0,185.0,,,0.0,0.0,0.0
0,110503,250.0,394.0,394.0,29.0,7919,194.0,150.0,325.0,87.0,0.0,0.0,0.0
0,110914,117.0,121.0,121.0,27.0,10112,360.0,150.0,299.0,87.0,0.0,0.0,0.0
0,111155,31.0,203.0,203.0,0.0,12741,106.0,150.0,143.0,87.0,0.0,0.0,0.0
0,112445,59.0,122.0,122.0,28.0,7919,194.0,150.0,220.0,87.0,0.0,0.0,0.0
0,113422,25.0,23.0,23.0,,9201,310.0,150.0,204.0,87.0,0.0,3.0,0.0
0,113522,554.0,29.0,29.0,28.0,1238,310.0,150.0,203.0,87.0,0.0,0.0,0.0
0,113756,47.95,0.0,,,7919,194.0,150.0,387.0,87.0,0.0,0.0,0.0
0,113964,112.99,0.0,,,10486,514.0,150.0,123.0,87.0,0.0,0.0,0.0
0,114371,44.0,0.0,,,8868,205.0,150.0,204.0,87.0,0.0,0.0,0.0
0,114950,1134.7,0.0,,,2803,100.0,150.0,299.0,87.0,0.0,0.0,0.0
0,116497,203.0,165.0,165.0,2.0,10750,382.0,150.0,204.0,87.0,0.0,0.0,0.0
0,117055,600.0,51.0,51.0,0.0,9323,111.0,150.0,191.0,87.0,0.0,6.0,0.0
0,118861,100.0,480.0,480.0,22.0,13534,105.0,150.0,512.0,87.0,0.0,0.0,0.0
0,120071,44.95,142.0,142.0,14.0,7919,194.0,150.0,448.0,87.0,0.0,0.0,0.0
0,120245,614.0,303.0,303.0,30.0,7919,194.0,150.0,325.0,87.0,0.0,0.0,0.0
0,120282,63.97,91.0,91.0,51.0,2803,100.0,150.0,299.0,87.0,0.0,0.0,0.0
0,124077,171.0,27.0,27.0,23.0,7919,194.0,150.0,204.0,87.0,0.0,0.0,0.0
0,124317,70.0,120.0,120.0,116.0,7207,111.0,150.0,204.0,87.0,0.0,0.0,0.0
0,124605,224.0,0.0,,,12695,490.0,150.0,325.0,87.0,0.0,0.0,0.0
0,124623,35.95,28.0,28.0,28.0,7919,194.0,150.0,441.0,87.0,0.0,0.0,0.0
0,125749,50.0,453.0,453.0,30.0,8436,215.0,150.0,204.0,87.0,0.0,0.0,0.0
0,127157,47.95,451.0,451.0,14.0,10948,215.0,150.0,433.0,87.0,0.0,0.0,0.0
0,127653,243.0,0.0,,,4571,584.0,150.0,325.0,87.0,0.0,0.0,0.0
0,127901,100.0,121.0,65.0,1.0,14540,276.0,150.0,191.0,87.0,0.0,0.0,0.0
0,127961,226.0,0.0,,0.0,7919,194.0,150.0,123.0,87.0,0.0,0.0,0.0
0,127996,159.95,0.0,,,14661,210.0,150.0,184.0,87.0,0.0,0.0,0.0
0,128012,50.0,0.0,,,15497,490.0,150.0,299.0,87.0,2.0,2.0,2.0
0,128896,280.0,120.0,120.0,56.0,9936,555.0,150.0,448.0,87.0,0.0,0.0,0.0
0,129477,77.95,455.0,455.0,31.0,8439,127.0,150.0,191.0,87.0,0.0,0.0,0.0
0,129776,150.5,296.0,188.0,2.0,6951,111.0,150.0,441.0,87.0,0.0,1.0,0.0
0,130016,50.0,140.0,140.0,6.0,17400,174.0,150.0,204.0,87.0,0.0,0.0,0.0
1,130050,117.0,395.0,395.0,0.0,11839,490.0,150.0,420.0,87.0,0.0,0.0,0.0
0,130626,317.5,133.0,133.0,0.0,15205,270.0,150.0,315.0,87.0,1.0,1.0,1.0
0,130753,100.0,280.0,280.0,14.0,7815,161.0,150.0,123.0,87.0,0.0,0.0,0.0
0,130765,77.579,0.0,,,2021,177.0,185.0,,,0.0,0.0,0.0
0,131146,70.0,121.0,121.0,121.0,18031,543.0,150.0,126.0,87.0,0.0,0.0,0.0
0,131286,100.0,0.0,,,18375,174.0,150.0,441.0,87.0,0.0,0.0,0.0
0,131299,280.0,1.0,1.0,0.0,9803,583.0,150.0,126.0,87.0,0.0,0.0,0.0
0,131405,30.0,49.0,49.0,12.0,12544,321.0,150.0,494.0,87.0,0.0,0.0,0.0
0,131814,405.0,0.0,,0.0,7919,194.0,150.0,204.0,87.0,0.0,0.0,0.0
0,132116,125.0,17.0,17.0,9.0,15971,555.0,150.0,143.0,87.0,0.0,0.0,0.0
0,132395,135.5,25.0,25.0,21.0,10112,360.0,150.0,325.0,87.0,0.0,0.0,0.0
0,132516,25.0,455.0,455.0,,14259,111.0,150.0,330.0,87.0,5.0,5.0,5.0
0,132605,250.0,0.0,,,14741,286.0,150.0,204.0,87.0,0.0,0.0,0.0
0,132692,60.0,182.0,182.0,25.0,7508,321.0,150.0,110.0,87.0,0.0,0.0,0.0
0,132868,47.95,14.0,14.0,0.0,13481,199.0,150.0,325.0,87.0,0.0,0.0,0.0
0,133100,25.0,237.0,237.0,28.0,5146,555.0,150.0,441.0,87.0,0.0,0.0,0.0
0,133149,75.0,237.0,237.0,57.0,7826,481.0,150.0,387.0,87.0,0.0,0.0,0.0
0,133160,25.0,0.0,,,7800,268.0,150.0,184.0,87.0,0.0,0.0,0.0
0,133637,186.0,0.0,,,14858,558.0,150.0,325.0,87.0,0.0,0.0,0.0
0,133893,100.0,0.0,,,15063,514.0,150.0,181.0,87.0,0.0,0.0,0.0
0,133911,20.0,147.0,147.0,15.0,9500,321.0,150.0,433.0,87.0,0.0,0.0,0.0
0,133932,25.95,0.0,,,12544,321.0,150.0,441.0,87.0,0.0,0.0,0.0
0,134046,117.0,0.0,,,3771,163.0,150.0,436.0,87.0,0.0,0.0,0.0
0,134586,100.0,60.0,60.0,30.0,2803,100.0,150.0,231.0,87.0,0.0,0.0,0.0
0,134610,250.0,365.0,365.0,30.0,7919,194.0,150.0,181.0,87.0,0.0,0.0,0.0
0,134916,100.0,39.0,39.0,17.0,18132,567.0,150.0,476.0,87.0,0.0,0.0,0.0
0,134948,150.0,195.0,195.0,7.0,17188,321.0,150.0,387.0,87.0,0.0,0.0,0.0
0,135096,75.0,39.0,39.0,39.0,8908,583.0,150.0,204.0,87.0,0.0,0.0,0.0
0,135118,53.97,336.0,336.0,0.0,7919,194.0,150.0,191.0,87.0,0.0,0.0,0.0
0,135423,92.0,0.0,,,7919,194.0,150.0,337.0,87.0,0.0,0.0,0.0
0,135570,53.95,0.0,,,7919,194.0,150.0,204.0,87.0,0.0,0.0,0.0
0,135607,87.95,211.0,211.0,57.0,12695,490.0,150.0,325.0,87.0,0.0,0.0,0.0
0,135609,210.0,17.0,17.0,3.0,17400,174.0,150.0,181.0,87.0,0.0,0.0,0.0
0,135718,25.0,0.0,,,2884,490.0,150.0,264.0,87.0,0.0,0.0,0.0
0,135813,57.95,0.0,,,5973,354.0,143.0,157.0,87.0,0.0,0.0,0.0
0,135986,40.0,282.0,282.0,12.0,15385,111.0,150.0,441.0,87.0,0.0,0.0,0.0
0,136199,209.95,387.0,387.0,164.0,15205,270.0,150.0,337.0,87.0,0.0,0.0,0.0
0,136287,100.0,21.0,21.0,14.0,2803,100.0,150.0,184.0,87.0,0.0,0.0,0.0
0,136478,107.95,445.0,445.0,33.0,13249,111.0,150.0,264.0,87.0,0.0,0.0,0.0
0,136539,29.0,183.0,183.0,0.0,13481,199.0,150.0,330.0,87.0,0.0,0.0,0.0
0,136713,77.0,255.0,255.0,22.0,12695,490.0,150.0,325.0,87.0,0.0,0.0,0.0
0,136714,335.0,0.0,,,6739,264.0,150.0,231.0,87.0,0.0,0.0,0.0
0,136806,92.0,0.0,,0.0,7919,194.0,150.0,337.0,87.0,0.0,0.0,0.0
0,136918,107.95,182.0,182.0,28.0,7919,194.0,150.0,205.0,87.0,0.0,0.0,0.0
0,137081,107.95,28.0,28.0,28.0,7919,194.0,150.0,264.0,87.0,0.0,0.0,0.0
0,137100,47.128,0.0,,,10876,104.0,185.0,,,0.0,0.0,0.0
0,137140,171.0,243.0,243.0,58.0,12839,321.0,150.0,226.0,87.0,0.0,0.0,0.0
0,137548,77.0,45.0,45.0,0.0,12839,321.0,150.0,264.0,87.0,1.0,1.0,1.0
0,137714,50.0,0.0,,,17321,111.0,150.0,472.0,87.0,0.0,0.0,0.0
0,137937,107.95,179.0,179.0,10.0,15484,418.0,150.0,310.0,87.0,0.0,0.0,0.0
0,138056,100.0,0.0,,,15494,111.0,150.0,126.0,87.0,0.0,0.0,0.0
0,138131,75.0,164.0,164.0,14.0,2443,555.0,150.0,123.0,87.0,0.0,0.0,0.0
1,138293,136.99,11.0,11.0,7.0,9112,250.0,150.0,441.0,87.0,0.0,0.0,0.0
0,138467,4.471,1.0,1.0,1.0,17288,352.0,117.0,,,0.0,0.0,0.0
0,138502,75.0,0.0,,,6542,174.0,150.0,324.0,87.0,0.0,0.0,0.0
0,138730,60.0,45.0,45.0,0.0,12839,321.0,150.0,264.0,87.0,2.0,2.0,2.0
0,139335,50.0,324.0,324.0,25.0,7900,345.0,150.0,143.0,87.0,0.0,0.0,0.0
0,139445,117.0,13.0,,4.0,18366,111.0,150.0,220.0,87.0,0.0,0.0,0.0
0,139463,107.95,51.0,51.0,9.0,16314,400.0,150.0,330.0,87.0,0.0,0.0,0.0
0,139520,100.0,0.0,,,9370,321.0,150.0,272.0,87.0,0.0,0.0,0.0
0,139868,49.0,133.0,133.0,14.0,16632,215.0,150.0,441.0,87.0,0.0,0.0,0.0
0,140072,49.0,272.0,272.0,151.0,7919,194.0,150.0,272.0,87.0,0.0,0.0,0.0
0,140327,150.0,0.0,,,16659,170.0,150.0,299.0,87.0,0.0,0.0,0.0
0,140551,50.0,0.0,,,10616,583.0,150.0,310.0,87.0,0.0,0.0,0.0
0,140642,150.0,14.0,14.0,2.0,4436,174.0,150.0,494.0,87.0,0.0,0.0,0.0
0,140759,25.95,0.0,,,11516,320.0,150.0,269.0,87.0,0.0,0.0,0.0
0,140841,125.0,16.0,16.0,6.0,15066,170.0,150.0,126.0,87.0,0.0,0.0,0.0
0,140889,505.95,0.0,,,13780,298.0,150.0,441.0,87.0,0.0,0.0,0.0
0,140924,17.764,0.0,0.0,0.0,15885,545.0,185.0,,,0.0,0.0,0.0
0,141129,62.95,0.0,,,7919,194.0,150.0,143.0,87.0,0.0,0.0,0.0
0,141238,117.0,57.0,57.0,11.0,9500,321.0,150.0,204.0,87.0,0.0,0.0,0.0
0,141315,524.0,0.0,,,12590,555.0,150.0,325.0,87.0,0.0,0.0,0.0
0,141468,50.0,0.0,,,9500,321.0,150.0,204.0,87.0,0.0,0.0,0.0
0,141480,100.0,449.0,449.0,225.0,1870,555.0,150.0,337.0,87.0,0.0,0.0,0.0
0,141552,353.0,0.0,,,1444,490.0,150.0,441.0,87.0,0.0,0.0,0.0
0,141611,335.0,348.0,348.0,28.0,7005,111.0,150.0,310.0,87.0,0.0,0.0,0.0
0,141638,125.0,303.0,303.0,30.0,7919,194.0,150.0,327.0,87.0,0.0,0.0,0.0
0,141690,209.95,456.0,456.0,0.0,4067,199.0,150.0,325.0,87.0,0.0,0.0,0.0
0,141776,57.95,98.0,98.0,7.0,8732,360.0,150.0,433.0,87.0,0.0,0.0,0.0
0,142312,107.95,0.0,,,3056,268.0,150.0,444.0,87.0,0.0,0.0,0.0
0,142408,47.95,274.0,274.0,3.0,7815,161.0,150.0,123.0,87.0,0.0,1.0,0.0
0,142436,50.0,214.0,214.0,30.0,13481,199.0,150.0,330.0,87.0,0.0,0.0,0.0
0,142505,100.0,0.0,,,10616,583.0,150.0,448.0,87.0,0.0,0.0,0.0
0,142645,300.0,133.0,133.0,0.0,15205,270.0,150.0,315.0,87.0,1.0,1.0,1.0
0,142742,100.0,0.0,,,17416,555.0,150.0,264.0,87.0,0.0,0.0,0.0
0,142746,35.95,421.0,421.0,29.0,7919,194.0,150.0,269.0,87.0,0.0,0.0,0.0
0,142805,59.0,0.0,,,7919,194.0,150.0,191.0,87.0,0.0,0.0,0.0
0,142876,20.0,317.0,317.0,124.0,9500,321.0,150.0,126.0,87.0,0.0,0.0,0.0
0,142889,64.649,22.0,,15.0,3154,408.0,185.0,,,0.0,0.0,0.0
0,143152,26.403000000000002,23.0,23.0,23.0,13413,103.0,185.0,,,0.0,0.0,0.0
0,143543,60.0,266.0,266.0,58.0,7919,194.0,150.0,315.0,87.0,0.0,0.0,0.0
0,143918,107.95,0.0,,,12571,555.0,150.0,420.0,87.0,0.0,0.0,0.0
0,144020,141.0,91.0,91.0,10.0,12291,555.0,150.0,325.0,87.0,0.0,0.0,0.0
0,144120,57.95,56.0,56.0,16.0,4436,174.0,150.0,330.0,87.0,0.0,0.0,0.0
0,144188,117.0,206.0,206.0,30.0,14079,360.0,150.0,325.0,87.0,0.0,0.0,0.0
0,144236,100.0,340.0,340.0,3.0,11900,339.0,150.0,191.0,87.0,0.0,0.0,0.0
0,144425,47.95,0.0,,,18370,547.0,150.0,191.0,87.0,0.0,0.0,0.0
0,144445,136.99,9.0,9.0,9.0,5577,555.0,150.0,181.0,87.0,0.0,0.0,0.0
0,144474,50.0,400.0,400.0,31.0,4578,481.0,150.0,204.0,87.0,0.0,0.0,0.0
0,144595,59.0,0.0,,,2263,174.0,150.0,330.0,87.0,0.0,0.0,0.0
0,144642,280.0,9.0,9.0,9.0,4436,174.0,150.0,441.0,87.0,0.0,0.0,0.0
0,144871,117.0,381.0,381.0,19.0,17188,321.0,150.0,299.0,87.0,0.0,0.0,0.0
0,145290,30.95,479.0,479.0,20.0,7005,111.0,150.0,310.0,87.0,0.0,0.0,0.0
0,145320,148.5,0.0,,,16132,111.0,150.0,299.0,87.0,0.0,0.0,0.0
0,145380,125.0,331.0,331.0,79.0,15066,170.0,150.0,299.0,87.0,0.0,0.0,0.0
0,145499,50.0,0.0,,,3941,420.0,150.0,158.0,87.0,0.0,0.0,0.0
0,145750,45.0,295.0,295.0,24.0,1877,310.0,150.0,272.0,87.0,0.0,0.0,0.0
0,145773,150.0,357.0,357.0,3.0,10854,593.0,150.0,444.0,87.0,0.0,0.0,0.0
0,145829,77.0,0.0,,,9839,555.0,150.0,191.0,87.0,0.0,0.0,0.0
0,145848,150.0,40.0,40.0,0.0,6459,100.0,150.0,325.0,87.0,0.0,0.0,0.0
0,146023,107.95,23.0,23.0,23.0,7919,194.0,150.0,143.0,87.0,0.0,0.0,0.0
0,146040,50.0,180.0,180.0,2.0,9500,321.0,150.0,204.0,87.0,0.0,0.0,0.0
0,146121,100.0,0.0,,,6741,583.0,150.0,387.0,87.0,0.0,0.0,0.0
0,146145,250.0,458.0,458.0,32.0,11319,155.0,150.0,226.0,87.0,0.0,0.0,0.0
0,146410,28.76,0.0,,,9026,545.0,185.0,,,0.0,0.0,0.0
0,146511,209.95,178.0,178.0,28.0,7919,194.0,150.0,433.0,87.0,0.0,0.0,0.0
0,146613,100.0,589.0,589.0,,14479,387.0,150.0,428.0,87.0,1.0,1.0,1.0
0,146725,58.95,118.0,118.0,25.0,4658,555.0,150.0,310.0,87.0,0.0,0.0,0.0
0,146792,50.0,182.0,182.0,28.0,7919,194.0,150.0,264.0,87.0,0.0,0.0,0.0
0,146900,68.758,0.0,,,9633,130.0,185.0,,,0.0,0.0,0.0
0,146999,134.95,244.0,244.0,12.0,2803,100.0,150.0,494.0,87.0,0.0,0.0,0.0
0,147138,65.0,91.0,91.0,30.0,9500,321.0,150.0,330.0,87.0,0.0,0.0,0.0
0,147148,16.555,38.0,38.0,38.0,11837,304.0,146.0,,,0.0,0.0,0.0
0,147217,14.622,0.0,,,4461,375.0,185.0,,,0.0,0.0,0.0
0,147267,72.95,183.0,183.0,30.0,6170,174.0,150.0,327.0,87.0,0.0,0.0,0.0
0,147405,47.95,8.0,8.0,7.0,7005,111.0,150.0,310.0,87.0,0.0,0.0,0.0
0,147585,40.0,273.0,273.0,22.0,7919,194.0,150.0,231.0,87.0,0.0,0.0,0.0
0,147878,47.95,0.0,,,12382,566.0,150.0,433.0,87.0,0.0,0.0,0.0
0,147936,335.0,116.0,116.0,116.0,7529,100.0,150.0,204.0,87.0,0.0,0.0,0.0
0,148000,10.0,326.0,326.0,28.0,15887,383.0,150.0,143.0,87.0,0.0,0.0,0.0
1,148007,30.029,492.0,,,12616,490.0,150.0,,,0.0,0.0,0.0
0,148018,130.5,5.0,5.0,0.0,4164,548.0,150.0,441.0,87.0,0.0,0.0,0.0
0,148373,150.0,98.0,98.0,15.0,5033,269.0,150.0,337.0,87.0,0.0,0.0,0.0
0,148405,311.95,0.0,,,12839,321.0,150.0,264.0,87.0,0.0,0.0,0.0
0,148465,25.0,0.0,,,1393,512.0,150.0,308.0,87.0,0.0,0.0,0.0
0,148473,42.95,0.0,,,1906,445.0,150.0,123.0,87.0,0.0,0.0,0.0
0,148473,108.95,454.0,454.0,30.0,17188,321.0,150.0,299.0,87.0,0.0,0.0,0.0
0,148500,39.0,0.0,,,7919,194.0,150.0,330.0,87.0,0.0,0.0,0.0
0,148736,49.0,16.0,16.0,2.0,12970,,150.0,494.0,87.0,0.0,0.0,0.0
0,148782,44.0,0.0,,,8528,215.0,150.0,476.0,87.0,0.0,0.0,0.0
0,148878,25.0,0.0,,,10616,583.0,150.0,476.0,87.0,0.0,0.0,0.0
0,148907,50.0,42.0,42.0,14.0,6328,455.0,150.0,444.0,87.0,0.0,0.0,0.0
0,148943,50.0,356.0,356.0,,18268,583.0,150.0,441.0,87.0,0.0,0.0,0.0
0,149217,3.5,16.0,16.0,16.0,16751,111.0,150.0,231.0,87.0,0.0,0.0,0.0
0,149281,59.0,0.0,,,12570,462.0,150.0,272.0,87.0,0.0,0.0,0.0
0,149333,39.0,0.0,,0.0,7919,194.0,150.0,330.0,87.0,0.0,0.0,0.0
